Route_ID,Trip_ID,Stop_ID,Stop_Sequence,Distance_to_Next_Stop_km,Scheduled_Arrival,Actual_Arrival,Scheduled_Departure,Actual_Departure,Attributed_Cause,Root_Cause_Detail
R-105,R-105-T-001,S-03,3,6.6,2024-03-15 06:22:15,2024-03-15 06:22:15,2024-03-15 06:23:45,2024-03-15 06:23:45,Unrealistic Timetable,Schedule physically impossible — requires 91 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-001,S-04,4,0.6,2024-03-15 06:28:07,2024-03-15 06:29:11,2024-03-15 06:29:08,2024-03-15 06:30:12,On Time,Within tolerance — 1.1m arrival variance
R-105,R-105-T-001,S-05,5,3.0,2024-03-15 06:31:20,2024-03-15 06:32:46,2024-03-15 06:32:41,2024-03-15 06:34:07,On Time,Within tolerance — 1.4m arrival variance
R-105,R-105-T-001,S-06,6,2.2,2024-03-15 06:42:58,2024-03-15 06:43:06,2024-03-15 06:44:25,2024-03-15 06:44:33,On Time,Within tolerance — 0.1m arrival variance
R-105,R-105-T-001,S-07,7,1.1,2024-03-15 06:52:38,2024-03-15 06:53:41,2024-03-15 06:53:19,2024-03-15 06:59:49,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 5m at S-07 (likely high-volume stop or accessibility ramp)
R-105,R-105-T-001,S-08,8,1.6,2024-03-15 06:56:48,2024-03-15 07:03:54,2024-03-15 06:57:37,2024-03-15 07:04:43,On Time,Within tolerance — 7.1m arrival variance
R-105,R-105-T-001,S-09,9,0.0,2024-03-15 07:02:31,2024-03-15 07:06:44,2024-03-15 07:05:04,2024-03-15 07:09:17,On Time,Within tolerance — 4.2m arrival variance
R-105,R-105-T-002,S-01,1,2.6,2024-03-15 06:20:00,2024-03-15 06:20:25,2024-03-15 06:23:04,2024-03-15 06:23:29,On Time,Within tolerance — 0.4m arrival variance
R-105,R-105-T-002,S-02,2,2.9,2024-03-15 06:33:01,2024-03-15 06:33:43,2024-03-15 06:33:43,2024-03-15 06:34:25,On Time,Within tolerance — 0.7m arrival variance
R-105,R-105-T-002,S-03,3,6.3,2024-03-15 06:43:25,2024-03-15 06:44:10,2024-03-15 06:43:55,2024-03-15 06:44:40,Unrealistic Timetable,Schedule physically impossible — requires 101 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-002,S-04,4,1.9,2024-03-15 06:47:39,2024-03-15 06:47:41,2024-03-15 06:48:29,2024-03-15 06:48:31,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-002,S-05,5,0.8,2024-03-15 06:54:11,2024-03-15 06:55:11,2024-03-15 06:54:52,2024-03-15 06:55:52,On Time,Within tolerance — 1.0m arrival variance
R-105,R-105-T-002,S-06,6,3.0,2024-03-15 06:57:47,2024-03-15 06:58:50,2024-03-15 06:58:35,2024-03-15 07:03:54,Excessive Stop Dwell Time,Minor hold at S-06 — dwell over by 4m (possible fare dispute or door fault)
R-105,R-105-T-002,S-07,7,2.1,2024-03-15 07:09:54,2024-03-15 07:16:29,2024-03-15 07:10:31,2024-03-15 07:17:06,On Time,Within tolerance — 6.6m arrival variance
R-105,R-105-T-002,S-08,8,1.3,2024-03-15 07:17:10,2024-03-15 07:23:47,2024-03-15 07:18:03,2024-03-15 07:24:40,On Time,Within tolerance — 6.6m arrival variance
R-105,R-105-T-002,S-09,9,0.0,2024-03-15 07:21:23,2024-03-15 07:27:31,2024-03-15 07:23:44,2024-03-15 07:29:52,On Time,Within tolerance — 6.1m arrival variance
R-105,R-105-T-003,S-01,1,1.7,2024-03-15 06:32:00,2024-03-15 06:32:00,2024-03-15 06:35:28,2024-03-15 06:35:28,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-003,S-02,2,1.7,2024-03-15 06:41:09,2024-03-15 06:42:27,2024-03-15 06:42:15,2024-03-15 06:43:33,On Time,Within tolerance — 1.3m arrival variance
R-105,R-105-T-003,S-03,3,5.9,2024-03-15 06:46:37,2024-03-15 06:47:55,2024-03-15 06:47:30,2024-03-15 06:48:48,Unrealistic Timetable,Schedule physically impossible — requires 83 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-003,S-04,4,0.8,2024-03-15 06:51:45,2024-03-15 06:52:32,2024-03-15 06:52:26,2024-03-15 06:58:00,Excessive Stop Dwell Time,Minor hold at S-04 — dwell over by 5m (possible fare dispute or door fault)
R-105,R-105-T-003,S-05,5,0.8,2024-03-15 06:54:32,2024-03-15 07:04:21,2024-03-15 06:55:54,2024-03-15 07:05:43,On Time,Within tolerance — 9.8m arrival variance
R-105,R-105-T-003,S-06,6,2.9,2024-03-15 06:58:49,2024-03-15 07:06:00,2024-03-15 06:59:32,2024-03-15 07:06:43,On Time,Within tolerance — 7.2m arrival variance
R-105,R-105-T-003,S-07,7,1.9,2024-03-15 07:07:24,2024-03-15 07:16:56,2024-03-15 07:08:36,2024-03-15 07:22:14,Excessive Stop Dwell Time,Minor hold at S-07 — dwell over by 4m (possible fare dispute or door fault)
R-105,R-105-T-003,S-08,8,1.8,2024-03-15 07:13:51,2024-03-15 07:25:22,2024-03-15 07:14:41,2024-03-15 07:26:12,Route Congestion Pattern,"Localised bottleneck near S-08 on R-105 — isolated arrival delay of 12m, dwell normal"
R-105,R-105-T-003,S-09,9,0.0,2024-03-15 07:20:05,2024-03-15 07:31:39,2024-03-15 07:23:51,2024-03-15 07:35:25,Route Congestion Pattern,"Localised bottleneck near S-09 on R-105 — isolated arrival delay of 12m, dwell normal"
R-105,R-105-T-004,S-01,1,2.9,2024-03-15 06:44:00,2024-03-15 06:44:00,2024-03-15 06:47:12,2024-03-15 06:47:12,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-004,S-02,2,1.8,2024-03-15 06:58:21,2024-03-15 06:58:34,2024-03-15 06:59:39,2024-03-15 06:59:52,On Time,Within tolerance — 0.2m arrival variance
R-105,R-105-T-004,S-03,3,5.4,2024-03-15 07:04:49,2024-03-15 07:07:57,2024-03-15 07:05:31,2024-03-15 07:08:39,Unrealistic Timetable,Schedule physically impossible — requires 86 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-004,S-04,4,1.7,2024-03-15 07:09:18,2024-03-15 07:11:35,2024-03-15 07:09:58,2024-03-15 07:12:15,On Time,Within tolerance — 2.3m arrival variance
R-105,R-105-T-004,S-05,5,2.9,2024-03-15 07:14:47,2024-03-15 07:20:38,2024-03-15 07:15:42,2024-03-15 07:21:33,On Time,Within tolerance — 5.8m arrival variance
R-105,R-105-T-004,S-06,6,1.9,2024-03-15 07:23:50,2024-03-15 07:27:25,2024-03-15 07:25:16,2024-03-15 07:28:51,On Time,Within tolerance — 3.6m arrival variance
R-105,R-105-T-004,S-07,7,2.8,2024-03-15 07:30:55,2024-03-15 07:33:28,2024-03-15 07:32:01,2024-03-15 07:34:34,On Time,Within tolerance — 2.5m arrival variance
R-105,R-105-T-004,S-08,8,1.1,2024-03-15 07:43:09,2024-03-15 07:45:23,2024-03-15 07:43:42,2024-03-15 07:45:56,On Time,Within tolerance — 2.2m arrival variance
R-105,R-105-T-004,S-09,9,0.0,2024-03-15 07:46:27,2024-03-15 07:47:56,2024-03-15 07:48:48,2024-03-15 07:50:17,On Time,Within tolerance — 1.5m arrival variance
R-105,R-105-T-005,S-01,1,2.1,2024-03-15 07:04:00,2024-03-15 07:04:25,2024-03-15 07:07:12,2024-03-15 07:11:47,Excessive Stop Dwell Time,Minor hold at S-01 — dwell over by 4m (possible fare dispute or door fault)
R-105,R-105-T-005,S-02,2,2.6,2024-03-15 07:15:22,2024-03-15 07:21:16,2024-03-15 07:16:11,2024-03-15 07:22:05,On Time,Within tolerance — 5.9m arrival variance
R-105,R-105-T-005,S-03,3,5.5,2024-03-15 07:25:46,2024-03-15 07:31:09,2024-03-15 07:26:34,2024-03-15 07:31:57,Unrealistic Timetable,Schedule physically impossible — requires 102 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-005,S-04,4,1.1,2024-03-15 07:29:49,2024-03-15 07:31:57,2024-03-15 07:31:15,2024-03-15 07:33:23,On Time,Within tolerance — 2.1m arrival variance
R-105,R-105-T-005,S-05,5,1.7,2024-03-15 07:34:37,2024-03-15 07:37:33,2024-03-15 07:36:05,2024-03-15 07:39:01,On Time,Within tolerance — 2.9m arrival variance
R-105,R-105-T-005,S-06,6,1.3,2024-03-15 07:42:19,2024-03-15 07:42:57,2024-03-15 07:42:50,2024-03-15 07:43:28,On Time,Within tolerance — 0.6m arrival variance
R-105,R-105-T-005,S-07,7,1.6,2024-03-15 07:47:00,2024-03-15 07:48:27,2024-03-15 07:48:27,2024-03-15 07:49:54,On Time,Within tolerance — 1.4m arrival variance
R-105,R-105-T-005,S-08,8,1.1,2024-03-15 07:52:35,2024-03-15 07:52:35,2024-03-15 07:53:20,2024-03-15 07:53:20,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-005,S-09,9,0.0,2024-03-15 07:57:04,2024-03-15 07:57:42,2024-03-15 07:59:58,2024-03-15 08:00:36,On Time,Within tolerance — 0.6m arrival variance
R-105,R-105-T-006,S-01,1,0.9,2024-03-15 07:16:00,2024-03-15 07:17:22,2024-03-15 07:18:49,2024-03-15 07:20:11,On Time,Within tolerance — 1.4m arrival variance
R-105,R-105-T-006,S-02,2,0.9,2024-03-15 07:21:20,2024-03-15 07:26:19,2024-03-15 07:21:50,2024-03-15 07:26:49,On Time,Within tolerance — 5.0m arrival variance
R-105,R-105-T-006,S-03,3,4.2,2024-03-15 07:24:33,2024-03-15 07:26:55,2024-03-15 07:26:03,2024-03-15 07:28:25,Unrealistic Timetable,Schedule assumes no traffic — requires 80 km/h from S-03; needs revision to allow for signals and stops
R-105,R-105-T-006,S-04,4,1.0,2024-03-15 07:29:13,2024-03-15 07:31:07,2024-03-15 07:29:56,2024-03-15 07:31:50,On Time,Within tolerance — 1.9m arrival variance
R-105,R-105-T-006,S-05,5,1.9,2024-03-15 07:33:19,2024-03-15 07:37:28,2024-03-15 07:33:51,2024-03-15 07:38:00,On Time,Within tolerance — 4.2m arrival variance
R-105,R-105-T-006,S-06,6,2.8,2024-03-15 07:39:13,2024-03-15 07:42:14,2024-03-15 07:39:45,2024-03-15 07:42:46,On Time,Within tolerance — 3.0m arrival variance
R-105,R-105-T-006,S-07,7,1.4,2024-03-15 07:50:50,2024-03-15 07:54:04,2024-03-15 07:51:23,2024-03-15 08:00:14,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-07 (likely high-volume stop or accessibility ramp)
R-105,R-105-T-006,S-08,8,1.8,2024-03-15 07:55:41,2024-03-15 08:03:11,2024-03-15 07:56:13,2024-03-15 08:09:24,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 6m at S-08 (likely high-volume stop or accessibility ramp)
R-105,R-105-T-006,S-09,9,0.0,2024-03-15 08:01:56,2024-03-15 08:16:56,2024-03-15 08:05:21,2024-03-15 08:20:21,Route Congestion Pattern,"Localised bottleneck near S-09 on R-105 — isolated arrival delay of 15m, dwell normal"
R-105,R-105-T-007,S-01,1,1.2,2024-03-15 07:34:00,2024-03-15 07:34:00,2024-03-15 07:36:06,2024-03-15 07:36:06,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-007,S-02,2,1.6,2024-03-15 07:39:32,2024-03-15 07:40:41,2024-03-15 07:40:14,2024-03-15 07:41:23,On Time,Within tolerance — 1.1m arrival variance
R-105,R-105-T-007,S-03,3,6.8,2024-03-15 07:45:34,2024-03-15 07:51:29,2024-03-15 07:46:41,2024-03-15 07:52:36,Unrealistic Timetable,Schedule physically impossible — requires 91 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-007,S-04,4,1.1,2024-03-15 07:51:10,2024-03-15 07:57:44,2024-03-15 07:52:01,2024-03-15 07:58:35,On Time,Within tolerance — 6.6m arrival variance
R-105,R-105-T-007,S-05,5,3.0,2024-03-15 07:55:06,2024-03-15 07:58:45,2024-03-15 07:55:54,2024-03-15 07:59:33,On Time,Within tolerance — 3.6m arrival variance
R-105,R-105-T-007,S-06,6,1.1,2024-03-15 08:07:17,2024-03-15 08:11:58,2024-03-15 08:08:47,2024-03-15 08:13:28,On Time,Within tolerance — 4.7m arrival variance
R-105,R-105-T-007,S-07,7,2.3,2024-03-15 08:12:25,2024-03-15 08:15:40,2024-03-15 08:13:00,2024-03-15 08:21:03,Excessive Stop Dwell Time,Minor hold at S-07 — dwell over by 5m (possible fare dispute or door fault)
R-105,R-105-T-007,S-08,8,0.9,2024-03-15 08:20:17,2024-03-15 08:26:29,2024-03-15 08:20:55,2024-03-15 08:27:07,On Time,Within tolerance — 6.2m arrival variance
R-105,R-105-T-007,S-09,9,0.0,2024-03-15 08:24:30,2024-03-15 08:28:52,2024-03-15 08:26:39,2024-03-15 08:31:01,On Time,Within tolerance — 4.4m arrival variance
R-105,R-105-T-008,S-01,1,2.2,2024-03-15 07:48:00,2024-03-15 07:48:00,2024-03-15 07:51:18,2024-03-15 07:51:18,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-008,S-02,2,2.5,2024-03-15 07:56:39,2024-03-15 07:56:47,2024-03-15 07:58:00,2024-03-15 07:58:08,On Time,Within tolerance — 0.1m arrival variance
R-105,R-105-T-008,S-03,3,5.0,2024-03-15 08:07:09,2024-03-15 08:07:09,2024-03-15 08:07:48,2024-03-15 08:07:48,Unrealistic Timetable,Schedule assumes no traffic — requires 78 km/h from S-03; needs revision to allow for signals and stops
R-105,R-105-T-008,S-04,4,1.2,2024-03-15 08:11:40,2024-03-15 08:11:40,2024-03-15 08:12:16,2024-03-15 08:16:22,Excessive Stop Dwell Time,Minor hold at S-04 — dwell over by 4m (possible fare dispute or door fault)
R-105,R-105-T-008,S-05,5,3.0,2024-03-15 08:15:30,2024-03-15 08:18:38,2024-03-15 08:16:10,2024-03-15 08:19:18,On Time,Within tolerance — 3.1m arrival variance
R-105,R-105-T-008,S-06,6,0.8,2024-03-15 08:25:51,2024-03-15 08:26:56,2024-03-15 08:26:28,2024-03-15 08:27:33,On Time,Within tolerance — 1.1m arrival variance
R-105,R-105-T-008,S-07,7,1.7,2024-03-15 08:29:08,2024-03-15 08:29:08,2024-03-15 08:30:29,2024-03-15 08:30:29,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-008,S-08,8,1.8,2024-03-15 08:35:31,2024-03-15 08:35:31,2024-03-15 08:36:09,2024-03-15 08:36:09,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-008,S-09,9,0.0,2024-03-15 08:41:02,2024-03-15 08:41:02,2024-03-15 08:43:22,2024-03-15 08:43:22,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-009,S-01,1,2.7,2024-03-15 08:06:00,2024-03-15 08:07:04,2024-03-15 08:08:52,2024-03-15 08:09:56,On Time,Within tolerance — 1.1m arrival variance
R-105,R-105-T-009,S-02,2,1.9,2024-03-15 08:16:56,2024-03-15 08:17:06,2024-03-15 08:17:48,2024-03-15 08:17:58,On Time,Within tolerance — 0.2m arrival variance
R-105,R-105-T-009,S-03,3,4.1,2024-03-15 08:23:32,2024-03-15 08:24:21,2024-03-15 08:24:04,2024-03-15 08:24:53,Unrealistic Timetable,Schedule physically impossible — requires 109 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-009,S-04,4,0.7,2024-03-15 08:26:19,2024-03-15 08:26:19,2024-03-15 08:26:55,2024-03-15 08:26:55,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-009,S-05,5,2.5,2024-03-15 08:28:38,2024-03-15 08:28:38,2024-03-15 08:29:39,2024-03-15 08:29:39,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-009,S-06,6,2.0,2024-03-15 08:38:55,2024-03-15 08:38:55,2024-03-15 08:39:58,2024-03-15 08:39:58,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-009,S-07,7,1.3,2024-03-15 08:45:17,2024-03-15 08:45:32,2024-03-15 08:45:50,2024-03-15 08:49:40,Excessive Stop Dwell Time,Minor hold at S-07 — dwell over by 4m (possible fare dispute or door fault)
R-105,R-105-T-009,S-08,8,1.0,2024-03-15 08:49:58,2024-03-15 08:52:28,2024-03-15 08:51:19,2024-03-15 08:53:49,On Time,Within tolerance — 2.5m arrival variance
R-105,R-105-T-009,S-09,9,0.0,2024-03-15 08:55:04,2024-03-15 09:00:14,2024-03-15 08:58:24,2024-03-15 09:03:34,On Time,Within tolerance — 5.2m arrival variance
R-105,R-105-T-010,S-01,1,2.7,2024-03-15 08:16:00,2024-03-15 08:16:09,2024-03-15 08:19:36,2024-03-15 08:19:45,On Time,Within tolerance — 0.1m arrival variance
R-105,R-105-T-010,S-02,2,0.5,2024-03-15 08:27:32,2024-03-15 08:27:32,2024-03-15 08:28:06,2024-03-15 08:28:06,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-010,S-03,3,4.2,2024-03-15 08:29:38,2024-03-15 08:29:38,2024-03-15 08:30:37,2024-03-15 08:30:37,Unrealistic Timetable,Schedule assumes no traffic — requires 74 km/h from S-03; needs revision to allow for signals and stops
R-105,R-105-T-010,S-04,4,2.7,2024-03-15 08:34:00,2024-03-15 08:34:00,2024-03-15 08:35:18,2024-03-15 08:35:18,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-010,S-05,5,1.0,2024-03-15 08:44:02,2024-03-15 08:45:15,2024-03-15 08:44:39,2024-03-15 08:45:52,On Time,Within tolerance — 1.2m arrival variance
R-105,R-105-T-010,S-06,6,1.7,2024-03-15 08:47:17,2024-03-15 08:48:26,2024-03-15 08:47:59,2024-03-15 08:49:08,On Time,Within tolerance — 1.1m arrival variance
R-105,R-105-T-010,S-07,7,1.9,2024-03-15 08:53:39,2024-03-15 08:55:05,2024-03-15 08:54:32,2024-03-15 08:55:58,On Time,Within tolerance — 1.4m arrival variance
R-105,R-105-T-010,S-08,8,0.7,2024-03-15 09:00:57,2024-03-15 09:01:03,2024-03-15 09:02:15,2024-03-15 09:02:21,On Time,Within tolerance — 0.1m arrival variance
R-105,R-105-T-010,S-09,9,0.0,2024-03-15 09:04:23,2024-03-15 09:04:23,2024-03-15 09:07:32,2024-03-15 09:11:33,Excessive Stop Dwell Time,Minor hold at S-09 — dwell over by 4m (possible fare dispute or door fault)
R-105,R-105-T-011,S-01,1,0.5,2024-03-15 08:27:00,2024-03-15 08:28:18,2024-03-15 08:29:59,2024-03-15 08:31:17,On Time,Within tolerance — 1.3m arrival variance
R-105,R-105-T-011,S-02,2,2.2,2024-03-15 08:31:15,2024-03-15 08:31:17,2024-03-15 08:32:31,2024-03-15 08:32:33,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-011,S-03,3,5.3,2024-03-15 08:40:55,2024-03-15 08:41:44,2024-03-15 08:41:33,2024-03-15 08:42:22,Unrealistic Timetable,Schedule physically impossible — requires 91 km/h between S-03 and next stop (urban bus max ~50 km/h)
R-105,R-105-T-011,S-04,4,1.7,2024-03-15 08:45:02,2024-03-15 08:46:02,2024-03-15 08:46:02,2024-03-15 08:47:02,On Time,Within tolerance — 1.0m arrival variance
R-105,R-105-T-011,S-05,5,1.6,2024-03-15 08:52:29,2024-03-15 08:52:29,2024-03-15 08:53:51,2024-03-15 08:53:51,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-011,S-06,6,1.6,2024-03-15 08:59:36,2024-03-15 09:01:01,2024-03-15 09:00:23,2024-03-15 09:01:48,On Time,Within tolerance — 1.4m arrival variance
R-105,R-105-T-011,S-07,7,2.1,2024-03-15 09:06:38,2024-03-15 09:06:47,2024-03-15 09:07:16,2024-03-15 09:07:25,On Time,Within tolerance — 0.1m arrival variance
R-105,R-105-T-011,S-08,8,1.5,2024-03-15 09:14:16,2024-03-15 09:14:16,2024-03-15 09:15:23,2024-03-15 09:15:23,On Time,Within tolerance — 0.0m arrival variance
R-105,R-105-T-011,S-09,9,0.0,2024-03-15 09:19:17,2024-03-15 09:22:59,2024-03-15 09:23:03,2024-03-15 09:30:08,Excessive Stop Dwell Time,Minor hold at S-09 — dwell over by 3m (possible fare dispute or door fault)
R-105,R-105-T-012,S-01,1,2.3,2024-03-15 08:46:00,2024-03-15 08:47:02,2024-03-15 08:49:23,2024-03-15 08:50:25,On Time,Within tolerance — 1.0m arrival variance
